date,value_m_u_nn,quality
2021-04-16,510.870,official
2021-04-17,510.860,official
2021-04-18,510.860,official
2021-04-19,510.850,official
2021-04-20,510.850,official
2021-04-21,510.850,official
2021-04-22,510.840,official
2021-04-23,510.840,official
2021-04-24,510.830,official
2021-04-25,510.830,official
2021-04-26,510.820,official
2021-04-27,510.820,official
2021-04-28,510.820,official
2021-04-29,510.810,official
2021-04-30,510.810,official
2021-05-01,510.810,official
2021-05-02,510.830,official
2021-05-03,510.830,official
2021-05-04,510.820,official
2021-05-05,510.820,official
2021-05-06,510.820,official
2021-05-07,510.830,official
2021-05-08,510.830,official
2021-05-09,510.830,official
2021-05-10,510.820,official
2021-05-11,510.820,official
2021-05-12,510.850,official
2021-05-13,510.870,official
2021-05-14,510.890,official
2021-05-15,510.910,official
2021-05-16,510.930,official
2021-05-17,510.940,official
2021-05-18,510.960,official
2021-05-19,510.960,official
2021-05-20,510.960,official
2021-05-21,510.960,official
2021-05-22,510.970,official
2021-05-23,510.970,official
2021-05-24,510.970,official
2021-05-25,510.980,official
2021-05-26,510.970,official
2021-05-27,510.980,official
2021-05-28,510.980,official
2021-05-29,510.980,official
2021-05-30,510.980,official
2021-05-31,510.970,official
2021-06-01,510.970,official
2021-06-02,510.960,official
2021-06-03,510.960,official
2021-06-04,510.950,official
2021-06-05,510.950,official
2021-06-06,510.960,official
2021-06-07,510.960,official
2021-06-08,510.950,official
2021-06-09,510.940,official
2021-06-10,510.940,official
2021-06-11,510.940,official
2021-06-12,510.930,official
2021-06-13,510.930,official
2021-06-14,510.920,official
2021-06-15,510.910,official
2021-06-16,510.910,official
2021-06-17,510.900,official
2021-06-18,510.890,official
2021-06-19,510.870,official
2021-06-20,510.860,official
2021-06-21,510.850,official
2021-06-22,510.880,official
2021-06-23,510.880,official
2021-06-24,510.890,official
2021-06-25,510.900,official
2021-06-26,510.900,official
2021-06-27,510.900,official
2021-06-28,510.890,official
2021-06-29,510.910,official
2021-06-30,510.950,official
2021-07-01,510.950,official
2021-07-02,510.960,official
2021-07-03,510.960,official
2021-07-04,510.970,official
2021-07-05,510.990,official
2021-07-06,511.000,official
2021-07-07,511.060,official
2021-07-08,511.110,official
2021-07-09,511.180,official
2021-07-10,511.210,official
2021-07-11,511.250,official
2021-07-12,511.260,official
2021-07-13,511.260,official
2021-07-14,511.270,official
2021-07-15,511.260,official
2021-07-16,511.250,official
2021-07-17,511.240,official
2021-07-18,511.230,official
2021-07-19,511.220,official
2021-07-20,511.210,official
2021-07-21,511.200,official
2021-07-22,511.190,official
2021-07-23,511.180,official
2021-07-24,511.170,official
2021-07-25,511.160,official
2021-07-26,511.150,official
2021-07-27,511.150,official
2021-07-28,511.160,official
2021-07-29,511.160,official
2021-07-30,511.150,official
2021-07-31,511.150,official
2021-08-01,511.150,official
2021-08-02,511.140,official
2021-08-03,511.143,interpolated
2021-08-04,511.147,interpolated
2021-08-05,511.150,official
2021-08-06,511.140,official
2021-08-07,511.140,official
2021-08-08,511.150,official
2021-08-09,511.140,official
2021-08-10,511.130,official
2021-08-11,511.130,official
2021-08-12,511.130,official
2021-08-13,511.120,official
2021-08-14,511.120,official
2021-08-15,511.110,official
2021-08-16,511.120,official
2021-08-17,511.120,official
2021-08-18,511.120,official
2021-08-19,511.110,official
2021-08-20,511.110,official
2021-08-21,511.100,official
2021-08-22,511.090,official
2021-08-23,511.100,official
2021-08-24,511.100,official
2021-08-25,511.090,official
2021-08-26,511.090,official
2021-08-27,511.090,official
2021-08-28,511.100,official
2021-08-29,511.110,official
2021-08-30,511.190,official
2021-08-31,511.260,official
2021-09-01,511.350,official
2021-09-02,511.400,official
2021-09-03,511.420,official
2021-09-04,511.430,official
2021-09-05,511.430,official
2021-09-06,511.420,official
2021-09-07,511.410,official
2021-09-08,511.400,official
2021-09-09,511.390,official
2021-09-10,511.380,official
2021-09-11,511.370,official
2021-09-12,511.360,official
2021-09-13,511.350,official
2021-09-14,511.340,official
2021-09-15,511.330,official
2021-09-16,511.330,official
2021-09-17,511.330,official
2021-09-18,511.320,official
2021-09-19,511.310,official
2021-09-20,511.300,official
2021-09-21,511.280,official
2021-09-22,511.270,official
2021-09-23,511.260,official
2021-09-24,511.250,official
2021-09-25,511.240,official
2021-09-26,511.230,official
2021-09-27,511.240,official
2021-09-28,511.230,official
2021-09-29,511.220,official
2021-09-30,511.210,official
2021-10-01,511.200,official
2021-10-02,511.200,official
2021-10-03,511.190,official
2021-10-04,511.182,interpolated
2021-10-05,511.173,interpolated
2021-10-06,511.165,interpolated
2021-10-07,511.157,interpolated
2021-10-08,511.148,interpolated
2021-10-09,511.140,official
2021-10-10,511.140,official
2021-10-11,511.130,official
2021-10-12,511.120,official
2021-10-13,511.120,official
2021-10-14,511.120,official
2021-10-15,511.110,official
2021-10-16,511.100,official
2021-10-17,511.100,official
2021-10-18,511.090,official
2021-10-19,511.080,official
2021-10-20,511.080,official
2021-10-21,511.070,official
2021-10-22,511.060,official
2021-10-23,511.060,official
2021-10-24,511.050,official
2021-10-25,511.050,official
2021-10-26,511.040,official
2021-10-27,511.030,official
2021-10-28,511.030,official
2021-10-29,511.020,official
2021-10-30,511.020,official
2021-10-31,511.010,official
2021-11-01,511.000,official
2021-11-02,511.010,official
2021-11-03,511.000,official
2021-11-04,511.010,official
2021-11-05,511.000,official
2021-11-06,511.000,official
2021-11-07,510.990,official
2021-11-08,510.990,official
2021-11-09,510.980,official
2021-11-10,510.980,official
2021-11-11,510.970,official
2021-11-12,510.970,official
2021-11-13,510.960,official
2021-11-14,510.960,official
2021-11-15,510.950,official
2021-11-16,510.950,official
2021-11-17,510.940,official
2021-11-18,510.940,official
2021-11-19,510.930,official
2021-11-20,510.930,official
2021-11-21,510.920,official
2021-11-22,510.920,official
2021-11-23,510.910,official
2021-11-24,510.910,official
2021-11-25,510.900,official
2021-11-26,510.900,official
2021-11-27,510.900,official
2021-11-28,510.890,official
2021-11-29,510.890,official
2021-11-30,510.880,official
2021-12-01,510.880,official
2021-12-02,510.880,official
2021-12-03,510.870,official
2021-12-04,510.880,official
2021-12-05,510.880,official
2021-12-06,510.880,official
2021-12-07,510.870,official
2021-12-08,510.870,official
2021-12-09,510.870,official
2021-12-10,510.860,official
2021-12-11,510.860,official
2021-12-12,510.860,official
2021-12-13,510.860,official
2021-12-14,510.860,official
2021-12-15,510.860,official
2021-12-16,510.860,official
2021-12-17,510.860,official
2021-12-18,510.860,official
2021-12-19,510.860,official
2021-12-20,510.850,official
2021-12-21,510.850,official
2021-12-22,510.850,official
2021-12-23,510.850,official
2021-12-24,510.840,official
2021-12-25,510.850,official
2021-12-26,510.850,official
2021-12-27,510.850,official
2021-12-28,510.850,official
2021-12-29,510.860,official
2021-12-30,510.870,official
2021-12-31,510.880,official
2022-01-01,510.900,official
2022-01-02,510.910,official
2022-01-03,510.930,official
2022-01-04,510.940,official
2022-01-05,510.960,official
2022-01-06,510.960,official
2022-01-07,510.960,official
2022-01-08,510.960,official
2022-01-09,510.960,official
2022-01-10,510.960,official
2022-01-11,510.960,official
2022-01-12,510.960,official
2022-01-13,510.960,official
2022-01-14,510.960,official
2022-01-15,510.950,official
2022-01-16,510.950,official
2022-01-17,510.950,official
2022-01-18,510.940,official
2022-01-19,510.940,official
2022-01-20,510.940,official
2022-01-21,510.940,official
2022-01-22,510.930,official
2022-01-23,510.930,official
2022-01-24,510.930,official
2022-01-25,510.930,official
2022-01-26,510.920,official
2022-01-27,510.920,official
2022-01-28,510.920,official
2022-01-29,510.920,official
2022-01-30,510.910,official
2022-01-31,510.910,official
2022-02-01,510.910,official
2022-02-02,510.910,official
2022-02-03,510.910,official
2022-02-04,510.910,official
2022-02-05,510.900,official
2022-02-06,510.900,official
2022-02-07,510.900,official
2022-02-08,510.900,official
2022-02-09,510.900,official
2022-02-10,510.900,official
2022-02-11,510.900,official
2022-02-12,510.900,official
2022-02-13,510.900,official
2022-02-14,510.900,official
2022-02-15,510.890,official
2022-02-16,510.890,official
2022-02-17,510.900,official
2022-02-18,510.890,official
2022-02-19,510.890,official
2022-02-20,510.890,official
2022-02-21,510.890,official
2022-02-22,510.880,official
2022-02-23,510.880,official
2022-02-24,510.880,official
2022-02-25,510.870,official
2022-02-26,510.870,official
2022-02-27,510.870,official
2022-02-28,510.860,official
2022-03-01,510.860,official
2022-03-02,510.860,official
2022-03-03,510.850,official
2022-03-04,510.850,official
2022-03-05,510.840,official
2022-03-06,510.840,official
2022-03-07,510.840,official
2022-03-08,510.840,official
2022-03-09,510.830,official
2022-03-10,510.830,official
2022-03-11,510.830,official
2022-03-12,510.820,official
2022-03-13,510.820,official
2022-03-14,510.820,official
2022-03-15,510.810,official
2022-03-16,510.810,official
2022-03-17,510.810,official
2022-03-18,510.800,official
2022-03-19,510.800,official
2022-03-20,510.800,official
2022-03-21,510.800,official
2022-03-22,510.790,official
2022-03-23,510.790,official
2022-03-24,510.790,official
2022-03-25,510.780,official
2022-03-26,510.780,official
2022-03-27,510.780,official
2022-03-28,510.780,official
2022-03-29,510.770,official
2022-03-30,510.770,official
2022-03-31,510.770,official
2022-04-01,510.780,official
2022-04-02,510.770,official
2022-04-03,510.770,official
2022-04-04,510.770,official
2022-04-05,510.770,official
2022-04-06,510.770,official
2022-04-07,510.760,official
2022-04-08,510.770,official
2022-04-09,510.760,official
2022-04-10,510.760,official
2022-04-11,510.760,official
2022-04-12,510.750,official
2022-04-13,510.750,official
2022-04-14,510.750,official
2022-04-15,510.740,official
2022-04-16,510.740,official
2022-04-17,510.740,official
2022-04-18,510.730,official
2022-04-19,510.730,official
2022-04-20,510.720,official
2022-04-21,510.720,official
2022-04-22,510.720,official
2022-04-23,510.710,official
2022-04-24,510.710,official
2022-04-25,510.710,official
2022-04-26,510.710,official
2022-04-27,510.710,official
2022-04-28,510.700,official
2022-04-29,510.700,official
2022-04-30,510.700,official
2022-05-01,510.690,official
2022-05-02,510.690,official
2022-05-03,510.690,official
2022-05-04,510.690,official
2022-05-05,510.690,official
2022-05-06,510.700,official
2022-05-07,510.700,official
2022-05-08,510.700,official
2022-05-09,510.690,official
2022-05-10,510.690,official
2022-05-11,510.680,official
2022-05-12,510.680,official
2022-05-13,510.700,official
2022-05-14,510.700,official
2022-05-15,510.700,official
2022-05-16,510.700,official
2022-05-17,510.700,official
2022-05-18,510.690,official
2022-05-19,510.690,official
2022-05-20,510.690,official
2022-05-21,510.690,official
2022-05-22,510.680,official
2022-05-23,510.680,official
2022-05-24,510.700,official
2022-05-25,510.710,official
2022-05-26,510.710,official
2022-05-27,510.710,official
2022-05-28,510.710,official
2022-05-29,510.710,official
2022-05-30,510.710,official
2022-05-31,510.700,official
2022-06-01,510.700,official
2022-06-02,510.700,official
2022-06-03,510.700,official
2022-06-04,510.700,official
2022-06-05,510.710,official
2022-06-06,510.720,official
2022-06-07,510.730,official
2022-06-08,510.730,official
2022-06-09,510.750,official
2022-06-10,510.740,official
2022-06-11,510.740,official
2022-06-12,510.740,official
2022-06-13,510.740,official
2022-06-14,510.740,official
2022-06-15,510.740,official
2022-06-16,510.730,official
2022-06-17,510.730,official
2022-06-18,510.720,official
2022-06-19,510.720,official
2022-06-20,510.710,official
2022-06-21,510.700,official
2022-06-22,510.690,official
2022-06-23,510.690,official
2022-06-24,510.690,official
2022-06-25,510.700,official
2022-06-26,510.680,official
2022-06-27,510.680,official
2022-06-28,510.680,official
2022-06-29,510.670,official
2022-06-30,510.670,official
2022-07-01,510.670,official
2022-07-02,510.660,official
2022-07-03,510.660,official
2022-07-04,510.660,official
2022-07-05,510.670,official
2022-07-06,510.660,official
2022-07-07,510.660,official
2022-07-08,510.650,official
2022-07-09,510.650,official
2022-07-10,510.640,official
2022-07-11,510.640,official
2022-07-12,510.630,official
2022-07-13,510.630,official
2022-07-14,510.620,official
2022-07-15,510.610,official
2022-07-16,510.610,official
2022-07-17,510.600,official
2022-07-18,510.590,official
2022-07-19,510.580,official
2022-07-20,510.580,official
2022-07-21,510.570,official
2022-07-22,510.560,official
2022-07-23,510.550,official
2022-07-24,510.540,official
2022-07-25,510.530,official
2022-07-26,510.550,official
2022-07-27,510.540,official
2022-07-28,510.530,official
2022-07-29,510.530,official
2022-07-30,510.520,official
2022-07-31,510.520,official
2022-08-01,510.510,official
2022-08-02,510.510,official
2022-08-03,510.500,official
2022-08-04,510.490,official
2022-08-05,510.500,official
2022-08-06,510.550,official
2022-08-07,510.530,official
2022-08-08,510.530,official
2022-08-09,510.520,official
2022-08-10,510.510,official
2022-08-11,510.500,official
2022-08-12,510.490,official
2022-08-13,510.480,official
2022-08-14,510.470,official
2022-08-15,510.470,official
2022-08-16,510.460,official
2022-08-17,510.460,official
2022-08-18,510.450,official
2022-08-19,510.460,official
2022-08-20,510.590,official
2022-08-21,510.620,official
2022-08-22,510.630,official
2022-08-23,510.630,official
2022-08-24,510.630,official
2022-08-25,510.630,official
2022-08-26,510.620,official
2022-08-27,510.610,official
2022-08-28,510.610,official
2022-08-29,510.610,official
2022-08-30,510.600,official
2022-08-31,510.600,official
2022-09-01,510.590,official
2022-09-02,510.580,official
2022-09-03,510.580,official
2022-09-04,510.570,official
2022-09-05,510.560,official
2022-09-06,510.550,official
2022-09-07,510.540,official
2022-09-08,510.540,official
2022-09-09,510.530,official
2022-09-10,510.530,official
2022-09-11,510.530,official
2022-09-12,510.520,official
2022-09-13,510.510,official
2022-09-14,510.510,official
2022-09-15,510.500,official
2022-09-16,510.490,official
2022-09-17,510.490,official
2022-09-18,510.490,official
2022-09-19,510.490,official
2022-09-20,510.480,official
2022-09-21,510.470,official
2022-09-22,510.460,official
2022-09-23,510.460,official
2022-09-24,510.450,official
2022-09-25,510.450,official
2022-09-26,510.450,official
2022-09-27,510.450,official
2022-09-28,510.460,official
2022-09-29,510.450,official
2022-09-30,510.450,official
2022-10-01,510.450,official
2022-10-02,510.470,official
2022-10-03,510.510,official
2022-10-04,510.530,official
2022-10-05,510.550,official
2022-10-06,510.560,official
2022-10-07,510.570,official
2022-10-08,510.570,official
2022-10-09,510.570,official
2022-10-10,510.560,official
2022-10-11,510.560,official
2022-10-12,510.550,official
2022-10-13,510.540,official
2022-10-14,510.540,official
2022-10-15,510.560,official
2022-10-16,510.550,official
2022-10-17,510.540,official
2022-10-18,510.530,official
2022-10-19,510.530,official
2022-10-20,510.520,official
2022-10-21,510.510,official
2022-10-22,510.510,official
2022-10-23,510.500,official
2022-10-24,510.510,official
2022-10-25,510.510,official
2022-10-26,510.500,official
2022-10-27,510.490,official
2022-10-28,510.490,official
2022-10-29,510.480,official
2022-10-30,510.470,official
2022-10-31,510.470,official
2022-11-01,510.460,official
2022-11-02,510.460,official
2022-11-03,510.450,official
2022-11-04,510.450,official
2022-11-05,510.450,official
2022-11-06,510.450,official
2022-11-07,510.440,official
2022-11-08,510.440,official
2022-11-09,510.430,official
2022-11-10,510.430,official
2022-11-11,510.430,official
2022-11-12,510.420,official
2022-11-13,510.420,official
2022-11-14,510.410,official
2022-11-15,510.410,official
2022-11-16,510.400,official
2022-11-17,510.400,official
2022-11-18,510.410,official
2022-11-19,510.410,official
2022-11-20,510.400,official
2022-11-21,510.400,official
2022-11-22,510.400,official
2022-11-23,510.390,official
2022-11-24,510.400,official
2022-11-25,510.390,official
2022-11-26,510.400,official
2022-11-27,510.390,official
2022-11-28,510.390,official
2022-11-29,510.400,official
2022-11-30,510.400,official
2022-12-01,510.400,official
2022-12-02,510.400,official
2022-12-03,510.400,official
2022-12-04,510.400,official
2022-12-05,510.400,official
2022-12-06,510.400,official
2022-12-07,510.390,official
2022-12-08,510.390,official
2022-12-09,510.390,official
2022-12-10,510.390,official
2022-12-11,510.380,official
2022-12-12,510.380,official
2022-12-13,510.380,official
2022-12-14,510.380,official
2022-12-15,510.380,official
2022-12-16,510.370,official
2022-12-17,510.370,official
2022-12-18,510.370,official
2022-12-19,510.360,official
2022-12-20,510.360,official
2022-12-21,510.370,official
2022-12-22,510.380,official
2022-12-23,510.390,official
2022-12-24,510.410,official
2022-12-25,510.430,official
2022-12-26,510.470,official
2022-12-27,510.510,official
2022-12-28,510.530,official
2022-12-29,510.540,official
2022-12-30,510.550,official
2022-12-31,510.560,official
2023-01-01,510.570,official
2023-01-02,510.570,official
2023-01-03,510.570,official
2023-01-04,510.570,official
2023-01-05,510.570,official
2023-01-06,510.570,official
2023-01-07,510.570,official
2023-01-08,510.560,official
2023-01-09,510.560,official
2023-01-10,510.550,official
2023-01-11,510.550,official
2023-01-12,510.550,official
2023-01-13,510.540,official
2023-01-14,510.530,official
2023-01-15,510.530,official
2023-01-16,510.520,official
2023-01-17,510.520,official
2023-01-18,510.510,official
2023-01-19,510.510,official
2023-01-20,510.500,official
2023-01-21,510.490,official
2023-01-22,510.490,official
2023-01-23,510.480,official
2023-01-24,510.480,official
2023-01-25,510.470,official
2023-01-26,510.470,official
2023-01-27,510.460,official
2023-01-28,510.460,official
2023-01-29,510.450,official
2023-01-30,510.450,official
2023-01-31,510.440,official
2023-02-01,510.440,official
2023-02-02,510.430,official
2023-02-03,510.430,official
2023-02-04,510.430,official
2023-02-05,510.430,official
2023-02-06,510.420,official
2023-02-07,510.410,official
2023-02-08,510.410,official
2023-02-09,510.400,official
2023-02-10,510.400,official
2023-02-11,510.390,official
2023-02-12,510.390,official
2023-02-13,510.380,official
2023-02-14,510.380,official
2023-02-15,510.380,official
2023-02-16,510.370,official
2023-02-17,510.370,official
2023-02-18,510.360,official
2023-02-19,510.360,official
2023-02-20,510.360,official
2023-02-21,510.350,official
2023-02-22,510.350,official
2023-02-23,510.350,official
2023-02-24,510.340,official
2023-02-25,510.380,official
2023-02-26,510.380,official
2023-02-27,510.370,official
2023-02-28,510.370,official
2023-03-01,510.370,official
2023-03-02,510.360,official
2023-03-03,510.360,official
2023-03-04,510.360,official
2023-03-05,510.360,official
2023-03-06,510.360,official
2023-03-07,510.360,official
2023-03-08,510.360,official
2023-03-09,510.360,official
2023-03-10,510.360,official
2023-03-11,510.350,official
2023-03-12,510.350,official
2023-03-13,510.350,official
2023-03-14,510.350,official
2023-03-15,510.350,official
2023-03-16,510.350,official
2023-03-17,510.350,official
2023-03-18,510.340,official
2023-03-19,510.340,official
2023-03-20,510.340,official
2023-03-21,510.330,official
2023-03-22,510.330,official
2023-03-23,510.320,official
2023-03-24,510.320,official
2023-03-25,510.320,official
2023-03-26,510.320,official
2023-03-27,510.320,official
2023-03-28,510.310,official
2023-03-29,510.310,official
2023-03-30,510.320,official
2023-03-31,510.320,official
2023-04-01,510.320,official
2023-04-02,510.310,official
2023-04-03,510.310,official
2023-04-04,510.310,official
2023-04-05,510.300,official
2023-04-06,510.300,official
2023-04-07,510.300,official
2023-04-08,510.290,official
2023-04-09,510.290,official
2023-04-10,510.290,official
2023-04-11,510.280,official
2023-04-12,510.280,official
2023-04-13,510.310,official
2023-04-14,510.310,official
2023-04-15,510.320,official
2023-04-16,510.320,official
2023-04-17,510.320,official
2023-04-18,510.320,official
2023-04-19,510.320,official
2023-04-20,510.340,official
2023-04-21,510.340,official
2023-04-22,510.340,official
2023-04-23,510.340,official
2023-04-24,510.350,official
2023-04-25,510.350,official
2023-04-26,510.360,official
2023-04-27,510.360,official
2023-04-28,510.370,official
2023-04-29,510.420,official
2023-04-30,510.430,official
2023-05-01,510.450,official
2023-05-02,510.480,official
2023-05-03,510.500,official
2023-05-04,510.510,official
2023-05-05,510.510,official
2023-05-06,510.530,official
2023-05-07,510.530,official
2023-05-08,510.530,official
2023-05-09,510.530,official
2023-05-10,510.540,official
2023-05-11,510.570,official
2023-05-12,510.580,official
2023-05-13,510.590,official
2023-05-14,510.610,official
2023-05-15,510.640,official
2023-05-16,510.650,official
2023-05-17,510.660,official
2023-05-18,510.670,official
2023-05-19,510.670,official
2023-05-20,510.670,official
2023-05-21,510.670,official
2023-05-22,510.670,official
2023-05-23,510.670,official
2023-05-24,510.670,official
2023-05-25,510.670,official
2023-05-26,510.660,official
2023-05-27,510.660,official
2023-05-28,510.650,official
2023-05-29,510.640,official
2023-05-30,510.640,official
2023-05-31,510.630,official
2023-06-01,510.620,official
2023-06-02,510.600,official
2023-06-03,510.590,official
2023-06-04,510.580,official
2023-06-05,510.580,official
2023-06-06,510.570,official
2023-06-07,510.560,official
2023-06-08,510.550,official
2023-06-09,510.540,official
2023-06-10,510.540,official
2023-06-11,510.530,official
2023-06-12,510.520,official
2023-06-13,510.510,official
2023-06-14,510.500,official
2023-06-15,510.490,official
2023-06-16,510.470,official
2023-06-17,510.460,official
2023-06-18,510.450,official
2023-06-19,510.450,official
2023-06-20,510.440,official
2023-06-21,510.430,official
2023-06-22,510.420,official
2023-06-23,510.430,official
2023-06-24,510.420,official
2023-06-25,510.420,official
2023-06-26,510.410,official
2023-06-27,510.410,official
2023-06-28,510.410,official
2023-06-29,510.400,official
2023-06-30,510.390,official
2023-07-01,510.400,official
2023-07-02,510.400,official
2023-07-03,510.400,official
2023-07-04,510.390,official
2023-07-05,510.390,official
2023-07-06,510.390,official
2023-07-07,510.380,official
2023-07-08,510.380,official
2023-07-09,510.370,official
2023-07-10,510.370,official
2023-07-11,510.360,official
2023-07-12,510.340,official
2023-07-13,510.340,official
2023-07-14,510.330,official
2023-07-15,510.310,official
2023-07-16,510.310,official
2023-07-17,510.330,official
2023-07-18,510.330,official
2023-07-19,510.330,official
2023-07-20,510.320,official
2023-07-21,510.330,official
2023-07-22,510.340,official
2023-07-23,510.330,official
2023-07-24,510.330,official
2023-07-25,510.330,official
2023-07-26,510.350,official
2023-07-27,510.340,official
2023-07-28,510.340,official
2023-07-29,510.340,official
2023-07-30,510.340,official
2023-07-31,510.340,official
2023-08-01,510.330,official
2023-08-02,510.320,official
2023-08-03,510.320,official
2023-08-04,510.320,official
2023-08-05,510.320,official
2023-08-06,510.320,official
2023-08-07,510.330,official
2023-08-08,510.320,official
2023-08-09,510.310,official
2023-08-10,510.350,official
2023-08-11,510.340,official
2023-08-12,510.330,official
2023-08-13,510.320,official
2023-08-14,510.320,official
2023-08-15,510.310,official
2023-08-16,510.320,official
2023-08-17,510.310,official
2023-08-18,510.300,official
2023-08-19,510.300,official
2023-08-20,510.290,official
2023-08-21,510.280,official
2023-08-22,510.270,official
2023-08-23,510.270,official
2023-08-24,510.260,official
2023-08-25,510.260,official
2023-08-26,510.280,official
2023-08-27,510.310,official
2023-08-28,510.380,official
2023-08-29,510.440,official
2023-08-30,510.480,official
2023-08-31,510.520,official
2023-09-01,510.560,official
2023-09-02,510.580,official
2023-09-03,510.590,official
2023-09-04,510.590,official
2023-09-05,510.580,official
2023-09-06,510.570,official
2023-09-07,510.560,official
2023-09-08,510.550,official
2023-09-09,510.540,official
2023-09-10,510.530,official
2023-09-11,510.520,official
2023-09-12,510.510,official
2023-09-13,510.500,official
2023-09-14,510.500,official
2023-09-15,510.490,official
2023-09-16,510.480,official
2023-09-17,510.470,official
2023-09-18,510.460,official
2023-09-19,510.450,official
2023-09-20,510.440,official
2023-09-21,510.440,official
2023-09-22,510.430,official
2023-09-23,510.430,official
2023-09-24,510.420,official
2023-09-25,510.410,official
2023-09-26,510.400,official
2023-09-27,510.390,official
2023-09-28,510.380,official
2023-09-29,510.370,official
2023-09-30,510.370,official
2023-10-01,510.360,official
2023-10-02,510.350,official
2023-10-03,510.340,official
2023-10-04,510.330,official
2023-10-05,510.330,official
2023-10-06,510.320,official
2023-10-07,510.310,official
2023-10-08,510.300,official
2023-10-09,510.300,official
2023-10-10,510.290,official
2023-10-11,510.280,official
2023-10-12,510.280,official
2023-10-13,510.270,official
2023-10-14,510.260,official
2023-10-15,510.260,official
2023-10-16,510.250,official
2023-10-17,510.250,official
2023-10-18,510.240,official
2023-10-19,510.240,official
2023-10-20,510.230,official
2023-10-21,510.230,official
2023-10-22,510.220,official
2023-10-23,510.220,official
2023-10-24,510.210,official
2023-10-25,510.210,official
2023-10-26,510.210,official
2023-10-27,510.220,official
2023-10-28,510.220,official
2023-10-29,510.210,official
2023-10-30,510.200,official
2023-10-31,510.210,official
2023-11-01,510.200,official
2023-11-02,510.200,official
2023-11-03,510.210,official
2023-11-04,510.210,official
2023-11-05,510.200,official
2023-11-06,510.200,official
2023-11-07,510.190,official
2023-11-08,510.190,official
2023-11-09,510.180,official
2023-11-10,510.180,official
2023-11-11,510.170,official
2023-11-12,510.170,official
2023-11-13,510.210,official
2023-11-14,510.230,official
2023-11-15,510.250,official
2023-11-16,510.250,official
2023-11-17,510.330,official
2023-11-18,510.360,official
2023-11-19,510.450,official
2023-11-20,510.500,official
2023-11-21,510.528,interpolated
2023-11-22,510.555,interpolated
2023-11-23,510.582,interpolated
2023-11-24,510.610,official
2023-11-25,510.610,official
2023-11-26,510.600,official
2023-11-27,510.600,official
2023-11-28,510.630,official
2023-11-29,510.630,official
2023-11-30,510.640,official
2023-12-01,510.680,official
2023-12-02,510.700,official
2023-12-03,510.710,official
2023-12-04,510.720,official
2023-12-05,510.740,official
2023-12-06,510.740,official
2023-12-07,510.750,official
2023-12-08,510.750,official
2023-12-09,510.760,official
2023-12-10,510.810,official
2023-12-11,510.900,official
2023-12-12,510.990,official
2023-12-13,511.070,official
2023-12-14,511.100,official
2023-12-15,511.120,official
2023-12-16,511.140,official
2023-12-17,511.150,official
2023-12-18,511.150,official
2023-12-19,511.140,official
2023-12-20,511.140,official
2023-12-21,511.130,official
2023-12-22,511.150,official
2023-12-23,511.160,official
2023-12-24,511.170,official
2023-12-25,511.200,official
2023-12-26,511.220,official
2023-12-27,511.240,official
2023-12-28,511.240,official
2023-12-29,511.240,official
2023-12-30,511.240,official
2023-12-31,511.230,official
2024-01-01,511.230,official
2024-01-02,511.220,official
2024-01-03,511.210,official
2024-01-04,511.190,official
2024-01-05,511.180,official
2024-01-06,511.190,official
2024-01-07,511.190,official
2024-01-08,511.180,official
2024-01-09,511.180,official
2024-01-10,511.170,official
2024-01-11,511.170,official
2024-01-12,511.170,official
2024-01-13,511.170,official
2024-01-14,511.160,official
2024-01-15,511.160,official
2024-01-16,511.150,official
2024-01-17,511.150,official
2024-01-18,511.170,official
2024-01-19,511.160,official
2024-01-20,511.160,official
2024-01-21,511.180,official
2024-01-22,511.190,official
2024-01-23,511.210,official
2024-01-24,511.210,official
2024-01-25,511.210,official
2024-01-26,511.210,official
2024-01-27,511.210,official
2024-01-28,511.200,official
2024-01-29,511.200,official
2024-01-30,511.190,official
2024-01-31,511.190,official
2024-02-01,511.190,official
2024-02-02,511.190,official
2024-02-03,511.180,official
2024-02-04,511.180,official
2024-02-05,511.170,official
2024-02-06,511.160,official
2024-02-07,511.160,official
2024-02-08,511.150,official
2024-02-09,511.140,official
2024-02-10,511.140,official
2024-02-11,511.130,official
2024-02-12,511.120,official
2024-02-13,511.110,official
2024-02-14,511.100,official
2024-02-15,511.090,official
2024-02-16,511.090,official
2024-02-17,511.080,official
2024-02-18,511.080,official
2024-02-19,511.070,official
2024-02-20,511.070,official
2024-02-21,511.060,official
2024-02-22,511.060,official
2024-02-23,511.070,official
2024-02-24,511.060,official
2024-02-25,511.050,official
2024-02-26,511.050,official
2024-02-27,511.040,official
2024-02-28,511.040,official
2024-02-29,511.040,official
2024-03-01,511.040,official
2024-03-02,511.030,official
2024-03-03,511.030,official
2024-03-04,511.020,official
2024-03-05,511.020,official
2024-03-06,511.020,official
2024-03-07,511.010,official
2024-03-08,511.010,official
2024-03-09,511.000,official
2024-03-10,511.000,official
2024-03-11,510.990,official
2024-03-12,510.980,official
2024-03-13,510.970,official
2024-03-14,510.970,official
2024-03-15,510.960,official
2024-03-16,510.960,official
2024-03-17,510.950,official
2024-03-18,510.950,official
2024-03-19,510.940,official
2024-03-20,510.940,official
2024-03-21,510.930,official
2024-03-22,510.920,official
2024-03-23,510.920,official
