date,value_m_u_nn,quality
2024-03-24,510.920,official
2024-03-25,510.920,official
2024-03-26,510.910,official
2024-03-27,510.910,official
2024-03-28,510.920,official
2024-03-29,510.910,official
2024-03-30,510.910,official
2024-03-31,510.900,official
2024-04-01,510.890,official
2024-04-02,510.890,official
2024-04-03,510.880,official
2024-04-04,510.880,official
2024-04-05,510.880,official
2024-04-06,510.870,official
2024-04-07,510.870,official
2024-04-08,510.860,official
2024-04-09,510.860,official
2024-04-10,510.850,official
2024-04-11,510.850,official
2024-04-12,510.840,official
2024-04-13,510.840,official
2024-04-14,510.830,official
2024-04-15,510.840,official
2024-04-16,510.830,official
2024-04-17,510.840,official
2024-04-18,510.830,official
2024-04-19,510.830,official
2024-04-20,510.830,official
2024-04-21,510.840,official
2024-04-22,510.840,official
2024-04-23,510.840,official
2024-04-24,510.830,official
2024-04-25,510.830,official
2024-04-26,510.820,official
2024-04-27,510.820,official
2024-04-28,510.810,official
2024-04-29,510.810,official
2024-04-30,510.800,official
2024-05-01,510.800,official
2024-05-02,510.800,official
2024-05-03,510.790,official
2024-05-04,510.790,official
2024-05-05,510.780,official
2024-05-06,510.790,official
2024-05-07,510.800,official
2024-05-08,510.800,official
2024-05-09,510.800,official
2024-05-10,510.800,official
2024-05-11,510.790,official
2024-05-12,510.790,official
2024-05-13,510.780,official
2024-05-14,510.780,official
2024-05-15,510.770,official
2024-05-16,510.770,official
2024-05-17,510.770,official
2024-05-18,510.770,official
2024-05-19,510.770,official
2024-05-20,510.770,official
2024-05-21,510.760,official
2024-05-22,510.770,official
2024-05-23,510.770,official
2024-05-24,510.790,official
2024-05-25,510.790,official
2024-05-26,510.790,official
2024-05-27,510.790,official
2024-05-28,510.830,official
2024-05-29,510.820,official
2024-05-30,510.840,official
2024-05-31,510.860,official
2024-06-01,511.010,official
2024-06-02,511.190,official
2024-06-03,511.340,official
2024-06-04,511.410,official
2024-06-05,511.440,official
2024-06-06,511.450,official
2024-06-07,511.450,official
2024-06-08,511.450,official
2024-06-09,511.450,official
2024-06-10,511.460,official
2024-06-11,511.440,official
2024-06-12,511.430,official
2024-06-13,511.420,official
2024-06-14,511.410,official
2024-06-15,511.400,official
2024-06-16,511.380,official
2024-06-17,511.370,official
2024-06-18,511.370,official
2024-06-19,511.360,official
2024-06-20,511.350,official
2024-06-21,511.340,official
2024-06-22,511.340,official
2024-06-23,511.330,official
2024-06-24,511.320,official
2024-06-25,511.310,official
2024-06-26,511.300,official
2024-06-27,511.300,official
2024-06-28,511.290,official
2024-06-29,511.280,official
2024-06-30,511.260,official
2024-07-01,511.260,official
2024-07-02,511.260,official
2024-07-03,511.250,official
2024-07-04,511.240,official
2024-07-05,511.230,official
2024-07-06,511.230,official
2024-07-07,511.240,official
2024-07-08,511.240,official
2024-07-09,511.230,official
2024-07-10,511.220,official
2024-07-11,511.220,official
2024-07-12,511.210,official
2024-07-13,511.210,official
2024-07-14,511.210,official
2024-07-15,511.200,official
2024-07-16,511.210,official
2024-07-17,511.200,official
2024-07-18,511.190,official
2024-07-19,511.190,official
2024-07-20,511.180,official
2024-07-21,511.170,official
2024-07-22,511.180,official
2024-07-23,511.170,official
2024-07-24,511.170,official
2024-07-25,511.170,official
2024-07-26,511.160,official
2024-07-27,511.150,official
2024-07-28,511.150,official
2024-07-29,511.140,official
2024-07-30,511.130,official
2024-07-31,511.130,official
2024-08-01,511.130,official
2024-08-02,511.120,official
2024-08-03,511.130,official
2024-08-04,511.120,official
2024-08-05,511.120,official
2024-08-06,511.110,official
2024-08-07,511.100,official
2024-08-08,511.100,official
2024-08-09,511.100,official
2024-08-10,511.090,official
2024-08-11,511.090,official
2024-08-12,511.080,official
2024-08-13,511.070,official
2024-08-14,511.070,official
2024-08-15,511.070,official
2024-08-16,511.060,official
2024-08-17,511.060,official
2024-08-18,511.060,official
2024-08-19,511.120,official
2024-08-20,511.120,official
2024-08-21,511.120,official
2024-08-22,511.130,official
2024-08-23,511.130,official
2024-08-24,511.130,official
2024-08-25,511.130,official
2024-08-26,511.140,official
2024-08-27,511.130,official
2024-08-28,511.130,official
2024-08-29,511.130,official
2024-08-30,511.130,official
2024-08-31,511.120,official
2024-09-01,511.120,official
2024-09-02,511.120,official
2024-09-03,511.110,official
2024-09-04,511.110,official
2024-09-05,511.130,official
2024-09-06,511.120,official
2024-09-07,511.120,official
2024-09-08,511.120,official
2024-09-09,511.150,official
2024-09-10,511.140,official
2024-09-11,511.140,official
2024-09-12,511.150,official
2024-09-13,511.160,official
2024-09-14,511.260,official
2024-09-15,511.350,official
2024-09-16,511.460,official
2024-09-17,511.650,official
2024-09-18,511.810,official
2024-09-19,511.870,official
2024-09-20,511.900,official
2024-09-21,511.910,official
2024-09-22,511.900,official
2024-09-23,511.900,official
2024-09-24,511.900,official
2024-09-25,511.890,official
2024-09-26,511.880,official
2024-09-27,511.880,official
2024-09-28,511.890,official
2024-09-29,511.880,official
2024-09-30,511.880,official
2024-10-01,511.870,official
2024-10-02,511.880,official
2024-10-03,511.870,official
2024-10-04,511.870,official
2024-10-05,511.880,official
2024-10-06,511.880,official
2024-10-07,511.880,official
2024-10-08,511.890,official
2024-10-09,511.910,official
2024-10-10,511.910,official
2024-10-11,511.910,official
2024-10-12,511.910,official
2024-10-13,511.910,official
2024-10-14,511.900,official
2024-10-15,511.900,official
2024-10-16,511.900,official
2024-10-17,511.890,official
2024-10-18,511.880,official
2024-10-19,511.880,official
2024-10-20,511.870,official
2024-10-21,511.860,official
2024-10-22,511.850,official
2024-10-23,511.840,official
2024-10-24,511.840,official
2024-10-25,511.830,official
2024-10-26,511.820,official
2024-10-27,511.820,official
2024-10-28,511.810,official
2024-10-29,511.800,official
2024-10-30,511.790,official
2024-10-31,511.780,official
2024-11-01,511.780,official
2024-11-02,511.770,official
2024-11-03,511.760,official
2024-11-04,511.750,official
2024-11-05,511.750,official
2024-11-06,511.740,official
2024-11-07,511.730,official
2024-11-08,511.730,official
2024-11-09,511.720,official
2024-11-10,511.710,official
2024-11-11,511.700,official
2024-11-12,511.700,official
2024-11-13,511.690,official
2024-11-14,511.690,official
2024-11-15,511.680,official
2024-11-16,511.670,official
2024-11-17,511.670,official
2024-11-18,511.660,official
2024-11-19,511.660,official
2024-11-20,511.670,official
2024-11-21,511.660,official
2024-11-22,511.660,official
2024-11-23,511.650,official
2024-11-24,511.650,official
2024-11-25,511.640,official
2024-11-26,511.640,official
2024-11-27,511.630,official
2024-11-28,511.640,official
2024-11-29,511.640,official
2024-11-30,511.630,official
2024-12-01,511.630,official
2024-12-02,511.620,official
2024-12-03,511.620,official
2024-12-04,511.620,official
2024-12-05,511.620,official
2024-12-06,511.620,official
2024-12-07,511.620,official
2024-12-08,511.620,official
2024-12-09,511.630,official
2024-12-10,511.640,official
2024-12-11,511.640,official
2024-12-12,511.650,official
2024-12-13,511.660,official
2024-12-14,511.670,official
2024-12-15,511.680,official
2024-12-16,511.680,official
2024-12-17,511.680,official
2024-12-18,511.680,official
2024-12-19,511.680,official
2024-12-20,511.680,official
2024-12-21,511.670,official
2024-12-22,511.690,official
2024-12-23,511.690,official
2024-12-24,511.690,official
2024-12-25,511.690,official
2024-12-26,511.700,official
2024-12-27,511.700,official
2024-12-28,511.700,official
2024-12-29,511.710,official
2024-12-30,511.710,official
2024-12-31,511.710,official
2025-01-01,511.700,official
2025-01-02,511.700,official
2025-01-03,511.710,official
2025-01-04,511.710,official
2025-01-05,511.720,official
2025-01-06,511.740,official
2025-01-07,511.750,official
2025-01-08,511.760,official
2025-01-09,511.790,official
2025-01-10,511.830,official
2025-01-11,511.860,official
2025-01-12,511.880,official
2025-01-13,511.900,official
2025-01-14,511.900,official
2025-01-15,511.910,official
2025-01-16,511.910,official
2025-01-17,511.910,official
2025-01-18,511.910,official
2025-01-19,511.900,official
2025-01-20,511.900,official
2025-01-21,511.900,official
2025-01-22,511.890,official
2025-01-23,511.890,official
2025-01-24,511.880,official
2025-01-25,511.880,official
2025-01-26,511.870,official
2025-01-27,511.870,official
2025-01-28,511.880,official
2025-01-29,511.880,official
2025-01-30,511.880,official
2025-01-31,511.870,official
2025-02-01,511.880,official
2025-02-02,511.880,official
2025-02-03,511.880,official
2025-02-04,511.880,official
2025-02-05,511.880,official
2025-02-06,511.880,official
2025-02-07,511.870,official
2025-02-08,511.870,official
2025-02-09,511.870,official
2025-02-10,511.860,official
2025-02-11,511.860,official
2025-02-12,511.850,official
2025-02-13,511.850,official
2025-02-14,511.850,official
2025-02-15,511.850,official
2025-02-16,511.840,official
2025-02-17,511.840,official
2025-02-18,511.830,official
2025-02-19,511.830,official
2025-02-20,511.820,official
2025-02-21,511.810,official
2025-02-22,511.810,official
2025-02-23,511.800,official
2025-02-24,511.800,official
2025-02-25,511.790,official
2025-02-26,511.790,official
2025-02-27,511.790,official
2025-02-28,511.780,official
2025-03-01,511.770,official
2025-03-02,511.770,official
2025-03-03,511.760,official
2025-03-04,511.760,official
2025-03-05,511.750,official
2025-03-06,511.750,official
2025-03-07,511.740,official
2025-03-08,511.740,official
2025-03-09,511.730,official
2025-03-10,511.730,official
2025-03-11,511.720,official
2025-03-12,511.720,official
2025-03-13,511.720,official
2025-03-14,511.720,official
2025-03-15,511.720,official
2025-03-16,511.710,official
2025-03-17,511.710,official
2025-03-18,511.700,official
2025-03-19,511.700,official
2025-03-20,511.690,official
2025-03-21,511.690,official
2025-03-22,511.680,official
2025-03-23,511.680,official
2025-03-24,511.670,official
2025-03-25,511.670,official
2025-03-26,511.670,official
2025-03-27,511.660,official
2025-03-28,511.660,official
2025-03-29,511.660,official
2025-03-30,511.660,official
2025-03-31,511.660,official
2025-04-01,511.650,official
2025-04-02,511.650,official
2025-04-03,511.640,official
2025-04-04,511.640,official
2025-04-05,511.640,official
2025-04-06,511.630,official
2025-04-07,511.620,official
2025-04-08,511.620,official
2025-04-09,511.610,official
2025-04-10,511.610,official
2025-04-11,511.600,official
2025-04-12,511.600,official
2025-04-13,511.590,official
2025-04-14,511.590,official
2025-04-15,511.580,official
2025-04-16,511.580,official
2025-04-17,511.580,official
2025-04-18,511.580,official
2025-04-19,511.570,official
2025-04-20,511.570,official
2025-04-21,511.560,official
2025-04-22,511.560,official
2025-04-23,511.550,official
2025-04-24,511.550,official
2025-04-25,511.550,official
2025-04-26,511.550,official
2025-04-27,511.540,official
2025-04-28,511.540,official
2025-04-29,511.530,official
2025-04-30,511.530,official
2025-05-01,511.520,official
2025-05-02,511.520,official
2025-05-03,511.510,official
2025-05-04,511.510,official
2025-05-05,511.520,official
2025-05-06,511.520,official
2025-05-07,511.520,official
2025-05-08,511.520,official
2025-05-09,511.510,official
2025-05-10,511.510,official
2025-05-11,511.500,official
2025-05-12,511.500,official
2025-05-13,511.490,official
2025-05-14,511.490,official
2025-05-15,511.480,official
2025-05-16,511.470,official
2025-05-17,511.460,official
2025-05-18,511.450,official
2025-05-19,511.450,official
2025-05-20,511.440,official
2025-05-21,511.440,official
2025-05-22,511.430,official
2025-05-23,511.420,official
2025-05-24,511.410,official
2025-05-25,511.410,official
2025-05-26,511.420,official
2025-05-27,511.430,official
2025-05-28,511.430,official
2025-05-29,511.430,official
2025-05-30,511.420,official
2025-05-31,511.420,official
2025-06-01,511.410,official
2025-06-02,511.410,official
2025-06-03,511.430,official
2025-06-04,511.420,official
2025-06-05,511.420,official
2025-06-06,511.420,official
2025-06-07,511.420,official
2025-06-08,511.420,official
2025-06-09,511.420,official
2025-06-10,511.410,official
2025-06-11,511.410,official
2025-06-12,511.400,official
2025-06-13,511.390,official
2025-06-14,511.380,official
2025-06-15,511.380,official
2025-06-16,511.380,official
2025-06-17,511.360,official
2025-06-18,511.360,official
2025-06-19,511.340,official
2025-06-20,511.330,official
2025-06-21,511.320,official
2025-06-22,511.310,official
2025-06-23,511.310,official
2025-06-24,511.300,official
2025-06-25,511.290,official
2025-06-26,511.290,official
2025-06-27,511.300,official
2025-06-28,511.300,official
2025-06-29,511.300,official
2025-06-30,511.300,official
2025-07-01,511.300,official
2025-07-02,511.300,official
2025-07-03,511.290,official
2025-07-04,511.290,official
2025-07-05,511.280,official
2025-07-06,511.280,official
2025-07-07,511.280,official
2025-07-08,511.310,official
2025-07-09,511.300,official
2025-07-10,511.300,official
2025-07-11,511.300,official
2025-07-12,511.290,official
2025-07-13,511.290,official
2025-07-14,511.280,official
2025-07-15,511.280,official
2025-07-16,511.280,official
2025-07-17,511.290,official
2025-07-18,511.280,official
2025-07-19,511.280,official
2025-07-20,511.270,official
2025-07-21,511.290,official
2025-07-22,511.290,official
2025-07-23,511.280,official
2025-07-24,511.310,official
2025-07-25,511.320,official
2025-07-26,511.330,official
2025-07-27,511.330,official
2025-07-28,511.330,official
2025-07-29,511.330,official
2025-07-30,511.330,official
2025-07-31,511.340,official
2025-08-01,511.330,official
2025-08-02,511.360,official
2025-08-03,511.430,official
2025-08-04,511.480,official
2025-08-05,511.520,official
2025-08-06,511.540,official
2025-08-07,511.550,official
2025-08-08,511.550,official
2025-08-09,511.540,official
2025-08-10,511.540,official
2025-08-11,511.530,official
2025-08-12,511.520,official
2025-08-13,511.520,official
2025-08-14,511.510,official
2025-08-15,511.500,official
2025-08-16,511.500,official
2025-08-17,511.490,official
2025-08-18,511.490,official
2025-08-19,511.470,official
2025-08-20,511.460,official
2025-08-21,511.450,official
2025-08-22,511.450,official
2025-08-23,511.450,official
2025-08-24,511.440,official
2025-08-25,511.430,official
2025-08-26,511.420,official
2025-08-27,511.410,official
2025-08-28,511.400,official
2025-08-29,511.430,official
2025-08-30,511.430,official
2025-08-31,511.420,official
2025-09-01,511.420,official
2025-09-02,511.420,official
2025-09-03,511.410,official
2025-09-04,511.400,official
2025-09-05,511.410,official
2025-09-06,511.400,official
2025-09-07,511.400,official
2025-09-08,511.390,official
2025-09-09,511.380,official
2025-09-10,511.380,official
2025-09-11,511.370,official
2025-09-12,511.360,official
2025-09-13,511.360,official
2025-09-14,511.360,official
2025-09-15,511.350,official
2025-09-16,511.340,official
2025-09-17,511.340,official
2025-09-18,511.330,official
2025-09-19,511.320,official
2025-09-20,511.310,official
2025-09-21,511.310,official
2025-09-22,511.300,official
2025-09-23,511.290,official
2025-09-24,511.290,official
2025-09-25,511.290,official
2025-09-26,511.280,official
2025-09-27,511.270,official
2025-09-28,511.270,official
2025-09-29,511.260,official
2025-09-30,511.250,official
2025-10-01,511.250,official
2025-10-02,511.240,official
2025-10-03,511.240,official
2025-10-04,511.230,official
2025-10-05,511.230,official
2025-10-06,511.240,official
2025-10-07,511.240,official
2025-10-08,511.240,official
2025-10-09,511.230,official
2025-10-10,511.230,official
2025-10-11,511.220,official
2025-10-12,511.220,official
2025-10-13,511.210,official
2025-10-14,511.200,official
2025-10-15,511.200,official
2025-10-16,511.190,official
2025-10-17,511.190,official
2025-10-18,511.180,official
2025-10-19,511.170,official
2025-10-20,511.170,official
2025-10-21,511.160,official
2025-10-22,511.160,official
2025-10-23,511.150,official
2025-10-24,511.150,official
2025-10-25,511.150,official
2025-10-26,511.150,official
2025-10-27,511.140,official
2025-10-28,511.140,official
2025-10-29,511.140,official
2025-10-30,511.130,official
2025-10-31,511.120,official
2025-11-01,511.120,official
2025-11-02,511.130,official
2025-11-03,511.140,official
2025-11-04,511.130,official
2025-11-05,511.130,official
2025-11-06,511.120,official
2025-11-07,511.120,official
2025-11-08,511.120,official
2025-11-09,511.110,official
2025-11-10,511.110,official
2025-11-11,511.110,official
2025-11-12,511.100,official
2025-11-13,511.100,official
2025-11-14,511.090,official
2025-11-15,511.090,official
2025-11-16,511.080,official
2025-11-17,511.080,official
2025-11-18,511.080,official
2025-11-19,511.070,official
2025-11-20,511.070,official
2025-11-21,511.060,official
2025-11-22,511.060,official
2025-11-23,511.050,official
2025-11-24,511.060,official
2025-11-25,511.070,official
2025-11-26,511.070,official
2025-11-27,511.080,official
2025-11-28,511.080,official
2025-11-29,511.090,official
2025-11-30,511.090,official
2025-12-01,511.100,official
2025-12-02,511.100,official
2025-12-03,511.100,official
2025-12-04,511.100,official
2025-12-05,511.090,official
2025-12-06,511.090,official
2025-12-07,511.090,official
2025-12-08,511.110,official
2025-12-09,511.110,official
2025-12-10,511.120,official
2025-12-11,511.130,official
2025-12-12,511.140,official
2025-12-13,511.140,official
2025-12-14,511.150,official
2025-12-15,511.140,official
2025-12-16,511.140,official
2025-12-17,511.140,official
2025-12-18,511.130,official
2025-12-19,511.130,official
2025-12-20,511.120,official
2025-12-21,511.110,official
2025-12-22,511.110,official
2025-12-23,511.100,official
2025-12-24,511.100,official
2025-12-25,511.090,official
2025-12-26,511.080,official
2025-12-27,511.070,official
2025-12-28,511.070,official
2025-12-29,511.060,official
2025-12-30,511.050,official
2025-12-31,511.050,official
2026-01-01,511.040,official
2026-01-02,511.040,official
2026-01-03,511.030,official
2026-01-04,511.030,official
2026-01-05,511.020,official
2026-01-06,511.020,official
2026-01-07,511.010,official
2026-01-08,511.000,official
2026-01-09,511.010,official
2026-01-10,511.000,official
2026-01-11,511.000,official
2026-01-12,510.990,official
2026-01-13,511.000,official
2026-01-14,511.000,official
2026-01-15,510.990,official
2026-01-16,510.990,official
2026-01-17,510.990,official
2026-01-18,510.980,official
2026-01-19,510.980,official
2026-01-20,510.970,official
2026-01-21,510.970,official
2026-01-22,510.960,official
2026-01-23,510.950,official
2026-01-24,510.950,official
2026-01-25,510.940,official
2026-01-26,510.940,official
2026-01-27,510.940,official
2026-01-28,510.930,official
2026-01-29,510.930,official
2026-01-30,510.930,official
2026-01-31,510.920,official
2026-02-01,510.920,official
2026-02-02,510.910,official
2026-02-03,510.910,official
2026-02-04,510.900,official
2026-02-05,510.900,official
2026-02-06,510.890,official
2026-02-07,510.890,official
2026-02-08,510.880,official
2026-02-09,510.880,official
2026-02-10,510.870,official
2026-02-11,510.870,official
2026-02-12,510.870,official
2026-02-13,510.870,official
2026-02-14,510.870,official
2026-02-15,510.870,official
2026-02-16,510.880,official
2026-02-17,510.890,official
2026-02-18,510.890,official
2026-02-19,510.900,official
2026-02-20,510.920,official
2026-02-21,510.940,official
2026-02-22,510.970,official
2026-02-23,511.010,official
2026-02-24,511.070,official
2026-02-25,511.110,official
2026-02-26,511.160,official
2026-02-27,511.190,official
2026-02-28,511.210,official
2026-03-01,511.210,official
2026-03-02,511.210,official
2026-03-03,511.210,official
2026-03-04,511.200,official
2026-03-05,511.200,official
2026-03-06,511.190,official
2026-03-07,511.180,official
2026-03-08,511.180,official
2026-03-09,511.170,official
2026-03-10,511.160,official
2026-03-11,511.150,official
2026-03-12,511.140,official
2026-03-13,511.140,official
2026-03-14,511.130,official
2026-03-15,511.120,official
2026-03-16,511.110,official
2026-03-17,511.110,official
2026-03-18,511.100,official
2026-03-19,511.090,official
2026-03-20,511.090,official
2026-03-21,511.080,official
2026-03-22,511.070,official
2026-03-23,511.060,official
2026-03-24,511.050,official
2026-03-25,511.040,official
2026-03-26,511.030,official
2026-03-27,511.020,official
2026-03-28,511.010,official
2026-03-29,511.010,official
2026-03-30,511.000,official
2026-03-31,511.000,official
2026-04-01,510.990,official
2026-04-02,510.980,official
2026-04-03,510.970,official
2026-04-04,510.970,official
2026-04-05,510.960,official
2026-04-06,510.950,official
2026-04-07,510.940,official
2026-04-08,510.930,official
2026-04-09,510.930,official
2026-04-10,510.920,official
2026-04-11,510.910,official
2026-04-12,510.900,official
2026-04-13,510.900,official
2026-04-14,510.890,official
2026-04-15,510.880,official
2026-04-16,510.880,official
2026-04-17,510.870,official
2026-04-18,510.860,official
2026-04-19,510.860,official
2026-04-20,510.850,official
2026-04-21,510.840,official
2026-04-22,510.840,official
2026-04-23,510.830,official
2026-04-24,510.820,official
2026-04-25,510.810,official
2026-04-26,510.800,official
2026-04-27,510.780,official
2026-04-28,510.770,official
2026-04-29,510.760,official
2026-04-30,510.760,official
2026-05-01,510.750,official
2026-05-02,510.750,official
2026-05-03,510.740,official
2026-05-04,510.730,official
2026-05-05,510.720,official
2026-05-06,510.720,official
2026-05-07,510.720,official
2026-05-08,510.710,official
2026-05-09,510.710,official
2026-05-10,510.700,official
2026-05-11,510.690,official
2026-05-12,510.690,official
2026-05-13,510.680,official
2026-05-14,510.670,official
2026-05-15,510.680,official
2026-05-16,510.700,official
2026-05-17,510.690,official
2026-05-18,510.680,official
2026-05-19,510.680,official
2026-05-20,510.670,official
2026-05-21,510.670,official
2026-05-22,510.660,official
2026-05-23,510.660,official
2026-05-24,510.650,official
2026-05-25,510.640,official
2026-05-26,510.640,official
2026-05-27,510.630,official
2026-05-28,510.620,official
2026-05-29,510.610,official
2026-05-30,510.600,official
2026-05-31,510.590,official
2026-06-01,510.590,official
2026-06-02,510.580,official
2026-06-03,510.570,official
2026-06-04,510.570,official
2026-06-05,510.570,official
2026-06-06,510.560,official
2026-06-07,510.560,official
2026-06-08,510.550,official
2026-06-09,510.550,official
2026-06-10,510.560,official
2026-06-11,510.560,official
2026-06-12,510.560,official
2026-06-13,510.560,official
2026-06-14,510.550,official
2026-06-15,510.540,official
2026-06-16,510.540,official
2026-06-17,510.530,official
2026-06-18,510.530,official
2026-06-19,510.520,official
2026-06-20,510.510,official
2026-06-21,510.510,official
2026-06-22,510.500,official
2026-06-23,510.490,official
2026-06-24,510.480,official
2026-06-25,510.470,official
2026-06-26,510.460,official
2026-06-27,510.440,official
2026-06-28,510.430,official
2026-06-29,510.420,official
2026-06-30,510.430,official
2026-07-01,510.450,official
2026-07-02,510.470,official
2026-07-03,510.460,official
2026-07-04,510.450,official
2026-07-05,510.450,official
2026-07-06,510.460,official
2026-07-07,510.450,official
2026-07-08,510.440,official
2026-07-09,510.430,official
2026-07-10,510.420,official
2026-07-11,510.410,official
2026-07-12,510.400,official
2026-07-13,510.390,official
2026-07-14,510.380,official
2026-07-15,510.380,official
2026-07-16,510.370,official
2026-07-17,510.370,official
2026-07-18,510.360,official
2026-07-19,510.360,official
2026-07-20,510.350,official
2026-07-21,510.340,official
2026-07-22,510.330,official
2026-07-23,510.320,official
2026-07-24,510.300,official
